,Households with Snap,Total Households,GEOID,Pct_hh_snap,No Health Under 19,No Health 19to34,No Health 35to64,No Health 65 plus,Total Population,No Health,Pct_noHealthInsurance,Income Inequality (GINI Index),Under 25,Total 25 to 44,45 to 64,Population with Internet Access,Pct_internet,Rent Occupied housing units,rent_combined,pct_rentBurdenend,Population with Access to Transportation,Pct_transportAccess,Population with Access to Devices,Pct_deviceAccess,White Alone Population,Pct_minority,Civilian Force Unemployed,Total Civilian Force,Unemployment Rate,Male 18 to 24,HS Grad Male 18 to 24,Female 18 to 24,HS Grad Female 18 to 24,HS Grad,18to24 Population,Pct_HsGrad,Pct_NonHsGrad,Non Native,Pct_nonNative,Pct_hh_snap_binned,Pct_hh_snap_bin_range,Pct_noHealthInsurance_binned,Pct_noHealthInsurance_bin_range,Income Inequality (GINI Index)_binned,Income Inequality (GINI Index)_bin_range,Pct_internet_binned,Pct_internet_bin_range,pct_rentBurdenend_binned,pct_rentBurdenend_bin_range,Pct_transportAccess_binned,Pct_transportAccess_bin_range,Pct_deviceAccess_binned,Pct_deviceAccess_bin_range,Pct_minority_binned,Pct_minority_bin_range,Unemployment Rate_binned,Unemployment Rate_bin_range,Pct_HsGrad_binned,Pct_HsGrad_bin_range,Pct_NonHsGrad_binned,Pct_NonHsGrad_bin_range,Pct_nonNative_binned,Pct_nonNative_bin_range
126,372,1955,10003014000,19.03,168,311,62,31,4743,572,12.06,0.4428,53464.0,116332.0,,1830,38.58,1016,508,50.0,2379,50.16,529,11.15,2083,56.08,131,2581,5.08,209,31,351,86,117,560,20.89,79.11,2102,44.32,3.0,15.79-47.28,3.0,7.69-30.05,2.0,0.41-0.45,2.0,35.78-40.2,2.0,44.84-56.92,2.0,46.67-51.37,3.0,7.3-25.24,3.0,51.87-97.75,2.0,4.62-7.35,0.0,0.0-21.04,3.0,78.96-100.0,3.0,39.14-94.26
127,281,1780,10003014100,15.79,181,180,126,3,4857,490,10.09,0.4883,56130.0,90893.0,25521.0,1743,35.89,641,277,43.21,2265,46.63,336,6.92,3000,38.23,146,2458,5.94,250,49,174,35,84,424,19.81,80.19,1294,26.64,2.0,8.52-15.79,3.0,7.69-30.05,3.0,0.45-0.59,2.0,35.78-40.2,1.0,32.08-44.84,1.0,42.22-46.67,2.0,5.27-7.3,2.0,36.0-51.87,2.0,4.62-7.35,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
128,22,716,10003014200,3.07,12,42,28,0,1679,82,4.88,0.3543,124500.0,72363.0,,700,41.69,156,120,76.92,920,54.79,88,5.24,1163,30.73,19,939,2.02,79,11,60,51,62,139,44.6,55.4,227,13.52,0.0,0.0-4.29,2.0,4.75-7.69,0.0,0.28-0.37,3.0,40.2-59.88,3.0,56.92-100.0,3.0,51.37-100.0,1.0,3.02-5.27,1.0,18.46-36.0,0.0,0.0-2.6,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
129,0,539,10003014301,0.0,0,0,28,7,1675,35,2.09,0.3747,203000.0,181406.0,135288.0,518,30.93,15,0,0.0,685,40.9,0,0.0,1454,13.19,24,709,3.39,57,19,38,21,40,95,42.11,57.89,162,9.67,0.0,0.0-4.29,0.0,0.0-2.58,1.0,0.37-0.41,0.0,0.0-32.09,0.0,0.0-32.08,0.0,16.51-42.22,0.0,0.0-3.02,0.0,1.59-18.46,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,0.0,0.78-11.33
130,38,996,10003014302,3.82,9,112,7,0,5319,128,2.41,0.4485,141932.0,176719.0,88125.0,996,18.73,186,107,57.53,1893,35.59,46,0.86,4186,21.3,135,2028,6.66,1156,269,1914,548,817,3070,26.61,73.39,822,15.45,0.0,0.0-4.29,0.0,0.0-2.58,3.0,0.45-0.59,0.0,0.0-32.09,3.0,56.92-100.0,0.0,16.51-42.22,0.0,0.0-3.02,1.0,18.46-36.0,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,1.0,11.33-24.5
131,29,1151,10003014402,2.52,0,34,93,0,2875,127,4.42,0.4435,122788.0,123393.0,93750.0,1122,39.03,416,289,69.47,1328,46.19,86,2.99,1945,32.35,26,1371,1.9,659,70,320,53,123,979,12.56,87.44,391,13.6,0.0,0.0-4.29,1.0,2.58-4.75,2.0,0.41-0.45,2.0,35.78-40.2,3.0,56.92-100.0,1.0,42.22-46.67,0.0,0.0-3.02,1.0,18.46-36.0,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
132,95,1414,10003014403,6.72,10,90,25,0,3748,125,3.34,0.4673,108413.0,103281.0,53875.0,1374,36.66,822,454,55.23,1808,48.24,190,5.07,2189,41.6,164,1984,8.27,308,92,496,45,137,804,17.04,82.96,985,26.28,1.0,4.29-8.52,1.0,2.58-4.75,3.0,0.45-0.59,2.0,35.78-40.2,2.0,44.84-56.92,2.0,46.67-51.37,1.0,3.02-5.27,2.0,36.0-51.87,3.0,7.35-25.68,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
133,10,1496,10003014404,0.67,28,56,145,13,4259,242,5.68,0.4474,74076.0,124063.0,98594.0,1308,30.71,585,304,51.97,2018,47.38,102,2.39,2336,45.15,203,2254,9.01,428,74,340,13,87,768,11.33,88.67,1160,27.24,0.0,0.0-4.29,2.0,4.75-7.69,3.0,0.45-0.59,0.0,0.0-32.09,2.0,44.84-56.92,2.0,46.67-51.37,0.0,0.0-3.02,2.0,36.0-51.87,3.0,7.35-25.68,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
134,94,878,10003014501,10.71,0,68,16,1,2001,85,4.25,0.4394,53324.0,51083.0,16786.0,754,37.68,878,586,66.74,895,44.73,101,5.05,1370,31.53,50,978,5.11,844,147,464,21,168,1308,12.84,87.16,337,16.84,2.0,8.52-15.79,1.0,2.58-4.75,2.0,0.41-0.45,2.0,35.78-40.2,3.0,56.92-100.0,1.0,42.22-46.67,1.0,3.02-5.27,1.0,18.46-36.0,2.0,4.62-7.35,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
135,29,895,10003014502,3.24,87,269,9,0,6842,365,5.33,0.5539,,60500.0,,829,12.12,750,565,75.33,2479,36.23,74,1.08,5579,18.46,334,3005,11.11,2418,668,3437,1074,1742,5855,29.75,70.25,886,12.95,0.0,0.0-4.29,2.0,4.75-7.69,3.0,0.45-0.59,0.0,0.0-32.09,3.0,56.92-100.0,0.0,16.51-42.22,0.0,0.0-3.02,0.0,1.59-18.46,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,1.0,11.33-24.5
136,33,618,10003014702,5.34,0,66,75,0,1981,141,7.12,0.3426,110556.0,99583.0,95909.0,558,28.17,82,30,36.59,997,50.33,79,3.99,969,51.09,12,1038,1.16,253,149,107,0,149,360,41.39,58.61,518,26.15,1.0,4.29-8.52,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,1.0,32.08-44.84,2.0,46.67-51.37,1.0,3.02-5.27,2.0,36.0-51.87,0.0,0.0-2.6,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
137,122,2148,10003014703,5.68,22,277,387,0,5241,686,13.09,0.3467,80172.0,59500.0,61486.0,1843,35.17,1113,544,48.88,2554,48.73,346,6.6,2584,50.7,117,2691,4.35,393,174,173,66,240,566,42.4,57.6,1861,35.51,1.0,4.29-8.52,3.0,7.69-30.05,0.0,0.28-0.37,1.0,32.09-35.78,2.0,44.84-56.92,2.0,46.67-51.37,2.0,5.27-7.3,2.0,36.0-51.87,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
138,128,2138,10003014705,5.99,12,259,204,0,5216,475,9.11,0.3793,102705.0,80288.0,52639.0,1958,37.54,777,372,47.88,2879,55.2,87,1.67,2942,43.6,100,3006,3.33,220,127,156,68,195,376,51.86,48.14,1635,31.35,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,2.0,35.78-40.2,2.0,44.84-56.92,3.0,51.37-100.0,0.0,0.0-3.02,2.0,36.0-51.87,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
139,116,1086,10003014706,10.68,20,11,97,0,3037,128,4.21,0.3701,61190.0,106810.0,135592.0,1017,33.49,500,253,50.6,1684,55.45,99,3.26,1182,61.08,141,1880,7.5,300,120,125,18,138,425,32.47,67.53,1533,50.48,2.0,8.52-15.79,1.0,2.58-4.75,1.0,0.37-0.41,1.0,32.09-35.78,2.0,44.84-56.92,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
140,99,1692,10003014803,5.85,0,12,60,0,3793,72,1.9,0.4339,60466.0,129063.0,62632.0,1565,41.26,363,129,35.54,2093,55.18,85,2.24,2451,35.38,36,2129,1.69,102,16,73,12,28,175,16.0,84.0,1107,29.19,1.0,4.29-8.52,0.0,0.0-2.58,2.0,0.41-0.45,3.0,40.2-59.88,1.0,32.08-44.84,3.0,51.37-100.0,0.0,0.0-3.02,1.0,18.46-36.0,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
141,259,2319,10003014808,11.17,38,158,178,0,6446,374,5.8,0.432,64970.0,116250.0,64884.0,2116,32.83,637,306,48.04,3432,53.24,177,2.75,2318,64.04,322,3766,8.55,366,200,181,52,252,547,46.07,53.93,3353,52.02,2.0,8.52-15.79,2.0,4.75-7.69,2.0,0.41-0.45,1.0,32.09-35.78,2.0,44.84-56.92,3.0,51.37-100.0,0.0,0.0-3.02,3.0,51.87-97.75,3.0,7.35-25.68,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
142,143,3114,10003014809,4.59,0,89,499,16,8575,604,7.04,0.3445,123315.0,103085.0,76318.0,2962,34.54,645,273,42.33,4667,54.43,158,1.84,5491,35.97,530,5251,10.09,160,19,311,46,65,471,13.8,86.2,2717,31.69,1.0,4.29-8.52,2.0,4.75-7.69,0.0,0.28-0.37,1.0,32.09-35.78,1.0,32.08-44.84,3.0,51.37-100.0,0.0,0.0-3.02,1.0,18.46-36.0,3.0,7.35-25.68,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
143,152,2560,10003014810,5.94,0,125,0,0,7029,125,1.78,0.3407,89402.0,128571.0,91932.0,2457,34.96,600,249,41.5,3932,55.94,241,3.43,4233,39.78,343,4268,8.04,328,83,115,1,84,443,18.96,81.04,2233,31.77,1.0,4.29-8.52,0.0,0.0-2.58,0.0,0.28-0.37,1.0,32.09-35.78,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,2.0,36.0-51.87,3.0,7.35-25.68,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
144,104,2401,10003014811,4.33,0,69,105,0,6859,174,2.54,0.282,143650.0,162564.0,100000.0,2365,34.48,151,45,29.8,3581,52.21,28,0.41,3431,49.98,218,3824,5.7,251,99,226,97,196,477,41.09,58.91,3131,45.65,1.0,4.29-8.52,0.0,0.0-2.58,0.0,0.28-0.37,1.0,32.09-35.78,0.0,0.0-32.08,3.0,51.37-100.0,0.0,0.0-3.02,2.0,36.0-51.87,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
145,35,1582,10003014812,2.21,0,23,29,17,4765,69,1.45,0.2953,127050.0,159688.0,79706.0,1574,33.03,119,0,0.0,2786,58.47,141,2.96,2900,39.14,79,2859,2.76,196,55,100,44,99,296,33.45,66.55,1688,35.42,0.0,0.0-4.29,0.0,0.0-2.58,0.0,0.28-0.37,1.0,32.09-35.78,0.0,0.0-32.08,3.0,51.37-100.0,0.0,0.0-3.02,2.0,36.0-51.87,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
146,382,2333,10003014813,16.37,129,530,65,0,5887,724,12.3,0.3915,89833.0,118304.0,62778.0,2120,36.01,984,226,22.97,3328,56.53,311,5.28,2080,64.67,71,3437,2.07,61,0,741,48,48,802,5.99,94.01,2286,38.83,3.0,15.79-47.28,3.0,7.69-30.05,1.0,0.37-0.41,2.0,35.78-40.2,0.0,0.0-32.08,3.0,51.37-100.0,2.0,5.27-7.3,3.0,51.87-97.75,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
147,128,1488,10003014814,8.6,41,76,122,24,4072,263,6.46,0.3099,101632.0,140393.0,107820.0,1455,35.73,158,56,35.44,2094,51.42,157,3.86,2452,39.78,21,2126,0.99,108,40,149,52,92,257,35.8,64.2,1417,34.8,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,1.0,32.09-35.78,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,2.0,36.0-51.87,0.0,0.0-2.6,1.0,21.04-35.8,1.0,47.78-64.2,2.0,24.5-39.14
148,283,2908,10003014903,9.73,121,469,457,102,8288,1149,13.86,0.3757,95096.0,75489.0,,2738,33.04,1255,635,50.6,3920,47.3,448,5.41,2013,75.71,426,4539,9.39,461,175,567,213,388,1028,37.74,62.26,3940,47.54,2.0,8.52-15.79,3.0,7.69-30.05,1.0,0.37-0.41,1.0,32.09-35.78,2.0,44.84-56.92,2.0,46.67-51.37,2.0,5.27-7.3,3.0,51.87-97.75,3.0,7.35-25.68,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
149,299,2358,10003014904,12.68,0,92,43,0,5691,135,2.37,0.4039,96837.0,83949.0,43586.0,1898,33.35,1153,517,44.84,2875,50.52,311,5.46,2729,52.05,97,3112,3.12,245,176,338,80,256,583,43.91,56.09,1791,31.47,2.0,8.52-15.79,0.0,0.0-2.58,1.0,0.37-0.41,1.0,32.09-35.78,1.0,32.08-44.84,2.0,46.67-51.37,2.0,5.27-7.3,3.0,51.87-97.75,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
150,355,1999,10003014906,17.76,69,321,232,63,5314,685,12.89,0.395,44564.0,75132.0,39167.0,1891,35.59,1091,789,72.32,2386,44.9,326,6.13,842,84.16,96,2588,3.71,146,104,178,50,154,324,47.53,52.47,3541,66.64,3.0,15.79-47.28,3.0,7.69-30.05,1.0,0.37-0.41,1.0,32.09-35.78,3.0,56.92-100.0,1.0,42.22-46.67,2.0,5.27-7.3,3.0,51.87-97.75,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
151,176,2104,10003014907,8.37,181,214,289,0,4903,684,13.95,0.3646,85556.0,62386.0,56250.0,1748,35.65,539,238,44.16,2728,55.64,651,13.28,1513,69.14,235,2985,7.87,95,49,220,33,82,315,26.03,73.97,1944,39.65,1.0,4.29-8.52,3.0,7.69-30.05,0.0,0.28-0.37,1.0,32.09-35.78,1.0,32.08-44.84,3.0,51.37-100.0,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
152,213,1295,10003014908,16.45,16,41,0,11,2637,68,2.58,0.404,34539.0,44702.0,,1060,40.2,947,432,45.62,1309,49.64,243,9.22,521,80.24,96,1454,6.6,139,98,64,37,135,203,66.5,33.5,1851,70.19,3.0,15.79-47.28,0.0,0.0-2.58,1.0,0.37-0.41,2.0,35.78-40.2,2.0,44.84-56.92,2.0,46.67-51.37,3.0,7.3-25.24,3.0,51.87-97.75,2.0,4.62-7.35,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
153,319,2425,10003014909,13.15,63,132,240,0,6481,435,6.71,0.331,65062.0,83152.0,60586.0,2219,34.24,1209,591,48.88,3329,51.37,458,7.07,1793,72.33,160,3545,4.51,89,18,460,294,312,549,56.83,43.17,3768,58.14,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,1.0,32.09-35.78,2.0,44.84-56.92,2.0,46.67-51.37,2.0,5.27-7.3,3.0,51.87-97.75,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
154,268,1841,10003015000,14.56,0,43,390,0,5628,433,7.69,0.3927,60710.0,102738.0,64702.0,1635,29.05,668,388,58.08,2803,49.8,539,9.58,3077,45.33,161,2903,5.55,166,63,261,203,266,427,62.3,37.7,1968,34.97,2.0,8.52-15.79,2.0,4.75-7.69,1.0,0.37-0.41,0.0,0.0-32.09,3.0,56.92-100.0,2.0,46.67-51.37,3.0,7.3-25.24,2.0,36.0-51.87,2.0,4.62-7.35,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
155,139,1416,10003015100,9.82,43,44,220,0,3483,307,8.81,0.4108,79702.0,65208.0,50760.0,1211,34.77,203,72,35.47,1844,52.94,191,5.48,2190,37.12,81,1987,4.08,178,44,193,17,61,371,16.44,83.56,952,27.33,2.0,8.52-15.79,3.0,7.69-30.05,2.0,0.41-0.45,1.0,32.09-35.78,1.0,32.08-44.84,3.0,51.37-100.0,2.0,5.27-7.3,2.0,36.0-51.87,1.0,2.6-4.62,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
156,196,2301,10003015200,8.52,40,89,401,0,6158,530,8.61,0.3992,84259.0,73929.0,90313.0,1942,31.54,640,216,33.75,3101,50.36,501,8.14,2220,63.95,178,3327,5.35,282,160,452,98,258,734,35.15,64.85,2212,35.92,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,1.0,32.08-44.84,2.0,46.67-51.37,3.0,7.3-25.24,3.0,51.87-97.75,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
157,242,1112,10003015400,21.76,0,68,68,0,2814,136,4.83,0.3367,56705.0,56837.0,57061.0,1083,38.49,265,145,54.72,1168,41.51,243,8.64,107,96.2,109,1366,7.98,178,110,67,0,110,245,44.9,55.1,2341,83.19,3.0,15.79-47.28,2.0,4.75-7.69,0.0,0.28-0.37,2.0,35.78-40.2,2.0,44.84-56.92,0.0,16.51-42.22,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
158,298,959,10003015502,31.07,65,111,145,39,2449,360,14.7,0.435,77567.0,52703.0,46250.0,770,31.44,258,152,58.91,1036,42.3,315,12.86,594,75.75,85,1160,7.33,167,63,118,25,88,285,30.88,69.12,1119,45.69,3.0,15.79-47.28,3.0,7.69-30.05,2.0,0.41-0.45,0.0,0.0-32.09,3.0,56.92-100.0,1.0,42.22-46.67,3.0,7.3-25.24,3.0,51.87-97.75,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
159,140,738,10003015600,18.97,33,70,131,0,2424,234,9.65,0.363,98229.0,76000.0,56000.0,631,26.03,164,64,39.02,1019,42.04,177,7.3,387,84.03,63,1145,5.5,195,44,24,16,60,219,27.4,72.6,1447,59.69,3.0,15.79-47.28,3.0,7.69-30.05,0.0,0.28-0.37,0.0,0.0-32.09,1.0,32.08-44.84,0.0,16.51-42.22,2.0,5.27-7.3,3.0,51.87-97.75,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
160,163,737,10003015802,22.12,42,68,108,0,2432,218,8.96,0.3807,76944.0,56375.0,40938.0,662,27.22,59,25,42.37,1216,50.0,147,6.04,847,65.17,87,1314,6.62,139,73,82,29,102,221,46.15,53.85,590,24.26,3.0,15.79-47.28,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,1.0,32.08-44.84,2.0,46.67-51.37,2.0,5.27-7.3,3.0,51.87-97.75,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
161,123,1232,10003015900,9.98,28,53,141,0,3363,222,6.6,0.3634,105139.0,73167.0,50660.0,1079,32.08,142,69,48.59,1379,41.01,187,5.56,1831,45.55,128,1527,8.38,80,79,98,32,111,178,62.36,37.64,1334,39.67,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,2.0,44.84-56.92,0.0,16.51-42.22,2.0,5.27-7.3,2.0,36.0-51.87,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
162,61,945,10003016000,6.46,12,163,85,14,2813,274,9.74,0.3802,66053.0,60938.0,67337.0,806,28.65,283,160,56.54,1052,37.4,221,7.86,612,78.24,107,1168,9.16,85,15,54,30,45,139,32.37,67.63,1213,43.12,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,2.0,44.84-56.92,0.0,16.51-42.22,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
163,44,1089,10003016100,4.04,0,22,25,0,2105,47,2.23,0.4887,,83897.0,48679.0,1012,48.08,298,203,68.12,1175,55.82,133,6.32,1475,29.93,30,1236,2.43,99,52,47,7,59,146,40.41,59.59,550,26.13,0.0,0.0-4.29,0.0,0.0-2.58,3.0,0.45-0.59,3.0,40.2-59.88,3.0,56.92-100.0,3.0,51.37-100.0,2.0,5.27-7.3,1.0,18.46-36.0,0.0,0.0-2.6,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
164,40,1381,10003016200,2.9,23,61,59,0,2664,143,5.37,0.3262,98905.0,107604.0,95400.0,1259,47.26,728,131,17.99,1812,68.02,297,11.15,1807,32.17,14,1816,0.77,45,45,37,0,45,82,54.88,45.12,718,26.95,0.0,0.0-4.29,2.0,4.75-7.69,0.0,0.28-0.37,3.0,40.2-59.88,0.0,0.0-32.08,3.0,51.37-100.0,3.0,7.3-25.24,1.0,18.46-36.0,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
165,323,2774,10003016301,11.64,86,119,307,0,7042,512,7.27,0.3568,98104.0,84024.0,68056.0,2561,36.37,752,331,44.02,3822,54.27,288,4.09,3080,56.26,266,4200,6.33,173,139,228,139,278,401,69.33,30.67,3063,43.5,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,2.0,35.78-40.2,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,2.0,4.62-7.35,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
166,135,1677,10003016306,8.05,10,207,67,0,4485,284,6.33,0.3801,113158.0,139667.0,63690.0,1556,34.69,339,109,32.15,2538,56.59,204,4.55,1720,61.65,95,2659,3.57,292,117,212,72,189,504,37.5,62.5,2210,49.28,1.0,4.29-8.52,2.0,4.75-7.69,1.0,0.37-0.41,1.0,32.09-35.78,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
167,45,942,10003016307,4.78,44,17,60,0,2457,121,4.92,0.3058,115885.0,109804.0,68250.0,918,37.36,0,0,,1404,57.14,96,3.91,1013,58.77,103,1526,6.75,134,0,123,24,24,257,9.34,90.66,981,39.93,1.0,4.29-8.52,2.0,4.75-7.69,0.0,0.28-0.37,2.0,35.78-40.2,,,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,2.0,4.62-7.35,0.0,0.0-21.04,3.0,78.96-100.0,3.0,39.14-94.26
168,115,1598,10003016308,7.2,0,163,35,0,4169,198,4.75,0.5426,35819.0,117061.0,76705.0,1422,34.11,837,496,59.26,2654,63.66,460,11.03,1111,73.35,90,2805,3.21,292,33,270,121,154,562,27.4,72.6,2912,69.85,1.0,4.29-8.52,1.0,2.58-4.75,3.0,0.45-0.59,1.0,32.09-35.78,3.0,56.92-100.0,3.0,51.37-100.0,3.0,7.3-25.24,3.0,51.87-97.75,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
